verse_number,transliteration
597,"wa la tahinu fibtiga'il-qaum, in takunu ta'lamuna fa innahum ya'lamuna kama ta'lamun, wa tarjuna minallahi ma la yarjun, wa kanallahu 'aliman hakima"
598,"inna anzalna ilaikal-kitaba bil-haqqi litahkuma bainan-nasi bima arakallah, wa la takul lil-kha'inina khasima"
599,"wastagfirillah, innallaha kana gafurar rahima"
600,"wa la tujadil 'anillazina yakhtanuna anfusahum, innallaha la yuhibbu mang kana khawwanan asima"
601,"yastakhfuna minan-nasi wa la yastakhfuna minallahi wa huwa ma'ahum iz yubayyituna ma la yarda minal-qaul, wa kanallahu bima ya'maluna muhita"
602,"ha'antum ha'ula'i jadaltum 'an-hum fil-hayatid-dun-ya, fa may yujadilullaha 'an-hum yaumal-qiyamati am may yakunu 'alaihim wakila"
603,wa may ya'mal su'an au yazlim nafsahu summa yastagfirillaha yajidillaha gafurar rahima
604,"wa may yaksib isman fa innama yaksibuhu 'ala nafsih, wa kanallahu 'aliman hakima"
605,wa may yaksib khati'atan au isman summa yarmi bihi bari'an fa qadihtamala buhtanaw wa ismam mubina
606,"walau la fadlullahi 'alaika wa rahmatuhu lahammat ta'ifatum min-hum ay yudilluk, wa ma yudilluna illa anfusahum wa ma yadurrunaka min syai', wa anzalallahu 'alaikal-kitaba wal-hikmata wa 'allamaka ma lam takun ta'lam, wa kana fadlullahi 'alaika 'azima"
607,"la khaira fi kasirim min najwahum illa man amara bisadaqatin au ma'rufin au islahim bainan-nas, wa may yaf'al zalikabtiga'a mardatillahi fa saufa nu'tihi ajran 'azima"
608,"wa may yusyaqiqir-rasula mim ba'di ma tabayyana lahul-huda wa yattabi' gaira sabilil-mu'minina nuwallihi ma tawalla wa nuslihi jahannam, wa sa'at masira"
609,"innallaha la yagfiru ay yusyraka bihi wa yagfiru ma duna zalika limay yasya', wa may yusyrik billahi fa qad dalla dalalam ba'ida"
610,"iy yad'una min dunihi illa inasa, wa iy yad'una illa syaitanam marida"
611,"la'anahullah, wa qala la'attakhizanna min 'ibadika nasibam mafruda"
612,"wa la'udillannahum wa la'umanniyannahum wa la'amurannahum fa layubattikunna azanal-an'ami wa la'amurannahum fa layugayyirunna khalqallah, wa may yattakhizisy-syaitana waliyyam min dunillahi fa qad khasira khusranam mubina"
613,"ya'iduhum wa yumannihim, wa ma ya'iduhumusy-syaitanu illa gurura"
614,ula'ika ma'wahum jahannamu wa la yajiduna 'an-ha mahisa
615,"wallazina amanu wa 'amilus-salihati sanudkhiluhum jannatin tajri min tahtihal-an-haru khalidina fiha abada, wa'dallahi haqqa, wa man asdaqu minallahi qila"
616,"laisa bi'amaniyyikum wa la amaniyyi ahlil-kitab, may ya'mal su'ay yujza bihi wa la yajid lahu min dunillahi waliyyaw wa la nasira"
617,wa may ya'mal minas-salihati min zakarin au unsa wa huwa mu'minun fa ula'ika yadkhulunal-jannata wa la yuzlamuna naqira
618,"wa man ahsanu dinam mim man aslama waj-hahu lillahi wa huwa muhsinuw wattaba'a millata ibrahima hanifa, wattakhazallahu ibrahima khalila"
619,"wa lillahi ma fis-samawati wa ma fil-ard, wa kanallahu bikulli syai'im muhita"
620,"wa yastaftunaka fin-nisa', qulillahu yuftikum fihinna wa ma yutla 'alaikum fil-kitabi fi yataman-nisa'illati la tu'tunahunna ma kutiba lahunna wa targabuna an tangkihuhunna wal-mustad'afina minal-wildani wa an taqumu lil-yatama bil-qist, wa ma taf'alu min khairin fa innallaha kana bihi 'alima"
621,"wa inimra'atun khafat mim ba'liha nusyuzan au i'radan fa la junaha 'alaihima ay yusliha bainahuma sul-ha, was-sul-hu khair, wa uhdiratil-anfususy-syuhh, wa in tuhsinu wa tattaqu fa innallaha kana bima ta'maluna khabira"
622,"wa lan tastati'u an ta'dilu bainan-nisa'i walau harastum fa la tamilu kullal-maili fa tazaruha kal-mu'allaqah, wa in tuslihu wa tattaqu fa innallaha kana gafurar rahima"
623,"wa iy yatafarraqa yugnillahu kullam min sa'atih, wa kanallahu wasi'an hakima"
624,"wa lillahi ma fis-samawati wa ma fil-ard, wa laqad wassainallazina utul-kitaba ming qablikum wa iyyakum anittaqullah, wa in takfuru fa inna lillahi ma fis-samawati wa ma fil-ard, wa kanallahu ganiyyan hamida"
625,"wa lillahi ma fis-samawati wa ma fil-ard, wa kafa billahi wakila"
626,"iy yasya' yuz-hibkum ayyuhan-nasu wa ya'ti bi'akharin, wa kanallahu 'ala zalika qadira"
627,"mang kana yuridu sawabad-dun-ya fa 'indallahi sawabud-dun-ya wal-akhirah, wa kanallahu sami'am basira"
628,"ya ayyuhallazina amanu kunu qawwamina bil-qisti syuhada'a lillahi walau 'ala anfusikum awil-walidaini wal-aqrabin, iy yakun ganiyyan au faqiran fallahu aula bihima, fa la tattabi'ul-hawa an ta'dilu, wa in talwu au tu'ridu fa innallaha kana bima ta'maluna khabira"
629,"ya ayyuhallazina amanu aminu billahi wa rasulihi wal-kitabillazi nazzala 'ala rasulihi wal-kitabillazi anzala ming qabl, wa may yakfur billahi wa mala'ikatihi wa kutubihi wa rusulihi wal-yaumil-akhiri fa qad dalla dalalam ba'ida"
630,innallazina amanu summa kafaru summa amanu summa kafaru summazdadu kufral lam yakunillahu liyagfira lahum wa la liyahdiyahum sabila
631,basysyiril-munafiqina bi'anna lahum 'azaban alima
632,"allazina yattakhizunal-kafirina auliya'a min dunil-mu'minin, a yabtaguna 'indahumul-'izzata fa innal-'izzata lillahi jami'a"
633,"wa qad nazzala 'alaikum fil-kitabi an iza sami'tum ayatillahi yukfaru biha wa yustahza'u biha fa la taq'udu ma'ahum hatta yakhudu fi hadisin gairihi innakum izam misluhum, innallaha jami'ul-munafiqina wal-kafirina fi jahannama jami'a"
634,"allazina yatarabbasuna bikum, fa ing kana lakum fat-hum minallahi qalu a lam nakum ma'akum wa ing kana lil-kafirina nasibung qalu a lam nastahwiz 'alaikum wa namna'kum minal-mu'minin, fallahu yahkumu bainakum yaumal-qiyamah, wa lay yaj'alallahu lil-kafirina 'alal-mu'minina sabila"
635,"innal-munafiqina yukhadi'unallaha wa huwa khadi'uhum, wa iza qamu ilas-salati qamu kusala yura'unan-nasa wa la yazkurunallaha illa qalila"
636,"muzabzabina baina zalika la ila ha'ula'i wa la ila ha'ula', wa may yudlilillahu fa lan tajida lahu sabila"
637,"ya ayyuhallazina amanu la tattakhizul-kafirina auliya'a min dunil-mu'minin, a turiduna an taj'alu lillahi 'alaikum sultanam mubina"
638,"innal-munafiqina fid-darkil-asfali minan-nar, wa lan tajida lahum nasira"
639,"illallazina tabu wa aslahu wa'tasamu billahi wa akhlasu dinahum lillahi fa ula'ika ma'al-mu'minin, wa saufa yu'tillahul-mu'minina ajran 'azima"
640,"ma yaf'alullahu bi'azabikum in syakartum wa amantum, wa kanallahu syakiran 'alima"
641,"la yuhibbullahul-jahra bis-su'i minal-qauli illa man zulim, wa kanallahu sami'an 'alima"
642,in tubdu khairan au tukhfuhu au ta'fu 'an su'in fa innallaha kana 'afuwwang qadira
643,innallazina yakfuruna billahi wa rusulihi wa yuriduna ay yufarriqu bainallahi wa rusulihi wa yaquluna nu'minu biba'diw wa nakfuru biba'diw wa yuriduna ay yattakhizu baina zalika sabila
644,"ula'ika humul-kafiruna haqqa, wa a'tadna lil-kafirina 'azabam muhina"
645,"wallazina amanu billahi wa rusulihi wa lam yufarriqu baina ahadim min-hum ula'ika saufa yu'tihim ujurahum, wa kanallahu gafurar rahima"
646,"yas'aluka ahlul-kitabi an tunazzila 'alaihim kitabam minas-sama'i fa qad sa'alu musa akbara min zalika fa qalu arinallaha jahratan fa akhazat-humus-sa'iqatu bizulmihim, summattakhazul-'ijla mim ba'di ma ja'at-humul-bayyinatu fa 'afauna 'an zalik, wa ataina musa sultanam mubina"
647,wa rafa'na fauqahumut-tura bimisaqihim wa qulna lahumudkhulul-baba sujjadaw wa qulna lahum la ta'du fis-sabti wa akhazna min-hum misaqan galiza
648,"fa bima naqdihim misaqahum wa kufrihim bi'ayatillahi wa qatlihimul-ambiya'a bigairi haqqiw wa qaulihim qulubuna gulf, bal taba'allahu 'alaiha bikufrihim fa la yu'minuna illa qalila"
649,wa bikufrihim wa qaulihim 'ala maryama buhtanan 'azima
650,"wa qaulihim inna qatalnal-masiha 'isabna maryama rasulallah, wa ma qataluhu wa ma salabuhu wa lakin syubbiha lahum, wa innallazinakhtalafu fihi lafi syakkim min-h, ma lahum bihi min 'ilmin illattiba'az-zanni wa ma qataluhu yaqina"
651,"bal rafa'ahullahu ilaih, wa kanallahu 'azizan hakima"
652,"wa im min ahlil-kitabi illa layu'minanna bihi qabla mautih, wa yaumal-qiyamati yakunu 'alaihim syahida"
653,fa bizulmim minallazina hadu harramna 'alaihim tayyibatin uhillat lahum wa bisaddihim 'an sabilillahi kasira
654,"wa akhzihimur-riba wa qad nuhu 'an-hu wa aklihim amwalan-nasi bil-batil, wa a'tadna lil-kafirina min-hum 'azaban alima"
655,"lakinir-rasikhuna fil-'ilmi min-hum wal-mu'minuna yu'minuna bima unzila ilaika wa ma unzila ming qablika wal-muqiminas-salata wal-mu'tunaz-zakata wal-mu'minuna billahi wal-yaumil-akhir, ula'ika sanu'tihim ajran 'azima"
656,"inna auhaina ilaika kama auhaina ila nuhiw wan-nabiyyina mim ba'dih, wa auhaina ila ibrahima wa isma'ila wa is-haqa wa ya'quba wal-asbati wa 'isa wa ayyuba wa yunusa wa haruna wa sulaiman, wa ataina dawuda zabura"
657,"wa rusulang qad qasasnahum 'alaika ming qablu wa rusulal lam naqsus-hum 'alaik, wa kallamallahu musa taklima"
658,"rusulam mubasysyirina wa munzirina li'alla yakuna lin-nasi 'alallahi hujjatum ba'dar-rusul, wa kanallahu 'azizan hakima"
659,"lakinillahu yasy-hadu bima anzala ilaika anzalahu bi'ilmih, wal-mala'ikatu yasy-hadun, wa kafa billahi syahida"
660,innallazina kafaru wa saddu 'an sabilillahi qad dallu dalalam ba'ida
661,innallazina kafaru wa zalamu lam yakunillahu liyagfira lahum wa la liyahdiyahum tariqa
662,"illa tariqa jahannama khalidina fiha abada, wa kana zalika 'alallahi yasira"
663,"ya ayyuhan-nasu qad ja'akumur-rasulu bil-haqqi mir rabbikum fa aminu khairal lakum, wa in takfuru fa inna lillahi ma fis-samawati wal-ard, wa kanallahu 'aliman hakima"
664,"ya ahlal-kitabi la taglu fi dinikum wa la taqulu 'alallahi illal-haqq, innamal-masihu 'isabnu maryama rasulullahi wa kalimatuh, alqaha ila maryama wa ruhum min-hu fa aminu billahi wa rusulih, wa la taqulu salasah, intahu khairal lakum, innamallahu ilahuw wahid, sub-hanahu ay yakuna lahu walad, lahu ma fis-samawati wa ma fil-ard, wa kafa billahi wakila"
665,"lay yastangkifal-masihu ay yakuna 'abdal lillahi wa lal-mala'ikatul-muqarrabun, wa may yastangkif 'an 'ibadatihi wa yastakbir fa sayahsyuruhum ilaihi jami'a"
666,"fa ammallazina amanu wa 'amilus-salihati fa yuwaffihim ujurahum wa yaziduhum min fadlih, wa ammallazinastangkafu wastakbaru fa yu'azzibuhum 'azaban alimaw wa la yajiduna lahum min dunillahi waliyyaw wa la nasira"
667,ya ayyuhan-nasu qad ja'akum bur-hanum mir rabbikum wa anzalna ilaikum nuram mubina
668,fa ammallazina amanu billahi wa'tasamu bihi fa sayudkhiluhum fi rahmatim min-hu wa fadliw wa yahdihim ilaihi siratam mustaqima
669,"yastaftunak, qulillahu yuftikum fil-kalalah, inimru'un halaka laisa lahu waladuw wa lahu ukhtun fa laha nisfu ma tarak, wa huwa yarisuha il lam yakul laha walad, fa ing kanatasnataini fa lahumas-sulusani mimma tarak, wa ing kanu ikhwatar rijalaw wa nisa'an fa liz-zakari mislu hazzil-unsayain, yubayyinullahu lakum an tadillu, wallahu bikulli syai'in 'alim"
670,"ya ayyuhallazina amanu aufu bil-'uqud, uhillat lakum bahimatul-an'ami illa ma yutla 'alaikum gaira muhillis-saidi wa antum hurum, innallaha yahkumu ma yurid"
671,"ya ayyuhallazina amanu la tuhillu sya'a'irallahi wa lasy-syahral-harama wa lal-hadya wa lal-qala'ida wa la amminal-baital-harama yabtaguna fadlam mir rabbihim wa ridwana, wa iza halaltum fastadu, wa la yajrimannakum syana'anu qaumin an saddukum 'anil-masjidil-harami an ta'tadu, wa ta'awanu 'alal-birri wat-taqwa wa la ta'awanu 'alal-ismi wal-'udwani wattaqullah, innallaha syadidul-'iqab"
672,"hurrimat 'alaikumul-maitatu wad-damu wa lahmul-khinziri wa ma uhilla ligairillahi bihi wal-munkhaniqatu wal-mauquzatu wal-mutaraddiyatu wan-natihatu wa ma akalas-sabu'u illa ma zakkaitum, wa ma zubiha 'alan-nusubi wa an tastaqsimu bil-azlam, zalikum fisq, al-yauma ya'isallazina kafaru min dinikum fa la takhsyauhum wakhsyaun, al-yauma akmaltu lakum dinakum wa atmamtu 'alaikum ni'mati wa raditu lakumul-islama dina, fa manidturra fi makhmasatin gaira mutajanifil li'ismin fa innallaha gafurur rahim"
673,"yas'alunaka maza uhilla lahum, qul uhilla lakumut-tayyibatu wa ma 'allamtum minal-jawarihi mukallibina tu'allimunahunna mimma 'allamakumullahu fa kulu mimma amsakna 'alaikum wazkurusmallahi 'alaihi wattaqullah, innallaha sari'ul-hisab"
674,"al-yauma uhilla lakumut-tayyibat, wa ta'amullazina utul-kitaba hillul lakum wa ta'amukum hillul lahum wal-muhsanatu minal-mu'minati wal-muhsanatu minallazina utul-kitaba ming qablikum iza ataitumuhunna ujurahunna muhsinina gaira musafihina wa la muttakhizi akhdan, wa may yakfur bil-imani fa qad habita 'amaluhu wa huwa fil-akhirati minal-khasirin"
675,"ya ayyuhallazina amanu iza qumtum ilas-salati fagsilu wujuhakum wa aidiyakum ilal-marafiqi wamsahu biru'usikum wa arjulakum ilal-ka'bain, wa ing kuntum junuban fattahharu, wa ing kuntum marda au 'ala safarin au ja'a ahadum mingkum minal-ga'iti au lamastumun-nisa'a fa lam tajidu ma'an fa tayammamu sa'idan tayyiban famsahu biwujuhikum wa aidikum min-h, ma yuridullahu liyaj'ala 'alaikum min harajiw wa lakiy yuridu liyutahhirakum wa liyutimma ni'matahu 'alaikum la'allakum tasykurun"
676,"wazkuru ni'matallahi 'alaikum wa misaqahullazi wasaqakum bihi iz qultum sami'na wa ata'na wattaqullah, innallaha 'alimum bizatis-sudur"
677,"ya ayyuhallazina amanu kunu qawwamina lillahi syuhada'a bil-qisti wa la yajrimannakum syana'anu qaumin 'ala alla ta'dilu, i'dilu, huwa aqrabu lit-taqwa wattaqullah, innallaha khabirum bima ta'malun"
678,wa'adallahullazina amanu wa 'amilus-salihati lahum magfiratuw wa ajrun 'azim
679,wallazina kafaru wa kazzabu bi'ayatina ula'ika as-habul-jahim
680,"ya ayyuhallazina amanuzkuru ni'matallahi 'alaikum iz hamma qaumun ay yabsutu ilaikum aidiyahum fa kaffa aidiyahum 'angkum, wattaqullah, wa 'alallahi falyatawakkalil-mu'minun"
681,"wa laqad akhazallahu misaqa bani isra'il, wa ba'asna min-humusnai 'asyara naqiba, wa qalallahu inni ma'akum, la'in aqamtumus-salata wa ataitumuz-zakata wa amantum birusuli wa 'azzartumuhum wa aqradtumullaha qardan hasanal la'ukaffiranna 'angkum sayyi'atikum wa la'udkhilannakum jannatin tajri min tahtihal-an-har, fa mang kafara ba'da zalika mingkum fa qad dalla sawa'as-sabil"
682,"fa bima naqdihim misaqahum la'annahum wa ja'alna qulubahum qasiyah, yuharrifunal-kalima 'am mawadi'ihi wa nasu hazzam mimma zukkiru bih, wa la tazalu tattali'u 'ala kha'inatim min-hum illa qalilam min-hum fa'fu 'an-hum wasfah, innallaha yuhibbul-muhsinin"
683,"wa minallazina qalu inna nasara akhazna misaqahum fa nasu hazzam mimma zukkiru bihi fa agraina bainahumul-'adawata wal-bagda'a ila yaumil-qiyamah, wa saufa yunabbi'uhumullahu bima kanu yasna'un"
684,"ya ahlal-kitabi qad ja'akum rasuluna yubayyinu lakum kasiram mimma kuntum tukhfuna minal-kitabi wa ya'fu 'ang kasir, qad ja'akum minallahi nuruw wa kitabum mubin"
685,yahdi bihillahu manittaba'a ridwanahu subulas-salami wa yukhrijuhum minaz-zulumati ilan-nuri bi'iznihi wa yahdihim ila siratim mustaqim
686,"laqad kafarallazina qalu innallaha huwal-masihubnu maryam, qul fa may yamliku minallahi syai'an in arada ay yuhlikal-masihabna maryama wa ummahu wa man fil-ardi jami'a, wa lillahi mulkus-samawati wal-ardi wa ma bainahuma, yakhluqu ma yasya', wallahu 'ala kulli syai'ing qadir"
687,"wa qalatil-yahudu wan-nasara nahnu abna'ullahi wa ahibba'uh, qul fa lima yu'azzibukum bizunubikum, bal antum basyarum mim man khalaq, yagfiru limay yasya'u wa yu'azzibu may yasya', wa lillahi mulkus-samawati wal-ardi wa ma bainahuma wa ilaihil-masir"
688,"ya ahlal-kitabi qad ja'akum rasuluna yubayyinu lakum 'ala fatratim minar-rusuli an taqulu ma ja'ana mim basyiriw wa la nazir, fa qad ja'akum basyiruw wa nazir, wallahu 'ala kulli syai'ing qadir"
689,wa iz qala musa liqaumihi ya qaumizkuru ni'matallahi 'alaikum iz ja'ala fikum ambiya'a wa ja'alakum mulukaw wa atakum ma lam yu'ti ahadam minal-'alamin
690,ya qaumidkhulul-ardal-muqaddasatallati kataballahu lakum wa la tartaddu 'ala adbarikum fa tangqalibu khasirin
691,"qalu ya musa inna fiha qauman jabbarina wa inna lan nadkhulaha hatta yakhruju min-ha, fa iy yakhruju min-ha fa inna dakhilun"
692,"qala rajulani minallazina yakhafuna an'amallahu 'alaihimadkhulu 'alaihimul-bab, fa iza dakhaltumuhu fa innakum galibuna wa 'alallahi fa tawakkalu ing kuntum mu'minin"
693,qalu ya musa inna lan nadkhulaha abadam ma damu fiha faz-hab anta wa rabbuka fa qatila inna hahuna qa'idun
694,qala rabbi inni la amliku illa nafsi wa akhi fafruq bainana wa bainal-qaumil-fasiqin
695,"qala fa innaha muharramatun 'alaihim arba'ina sanah, yatihuna fil-ard, fa la ta'sa 'alal-qaumil-fasiqin"
696,"watlu 'alaihim naba'abnai adama bil-haqq, iz qarraba qurbanan fa tuqubbila min ahadihima wa lam yutaqabbal minal-akhar, qala la'aqtulannak, qala innama yataqabbalullahu minal-muttaqin"
697,"la'im basatta ilayya yadaka litaqtulani ma ana bibasitiy yadiya ilaika li'aqtulak, inni akhafullaha rabbal-'alamin"
698,"inni uridu an tabu'a bi'ismi wa ismika fa takuna min as-habin-nar, wa zalika jaza'uz-zalimin"
699,fa tawwa'at lahu nafsuhu qatla akhihi fa qatalahu fa asbaha minal-khasirin
700,"fa ba'asallahu gurabay yab-hasu fil-ardi liyuriyahu kaifa yuwari sau'ata akhih, qala ya wailata a 'ajaztu an akuna misla hazal-gurabi fa uwariya sau'ata akhi, fa asbaha minan-nadimin"
701,"min ajli zalika katabna 'ala bani isra'ila annahu mang qatala nafsam bigairi nafsin au fasadin fil-ardi fa ka'annama qatalan-nasa jami'a, wa man ahyaha fa ka'annama ahyan-nasa jami'a, wa laqad ja'at-hum rusuluna bil-bayyinati summa inna kasiram min-hum ba'da zalika fil-ardi lamusrifun"
702,"innama jaza'ullazina yuharibunallaha wa rasulahu wa yas'auna fil-ardi fasadan ay yuqattalu au yusallabu au tuqatta'a aidihim wa arjuluhum min khilafin au yunfau minal-ard, zalika lahum khizyun fid-dun-ya wa lahum fil-akhirati 'azabun 'azim"
703,"illallazina tabu ming qabli an taqdiru 'alaihim, fa'lamu annallaha gafurur rahim"
704,ya ayyuhallazina amanuttaqullaha wabtagu ilaihil-wasilata wa jahidu fi sabilihi la'allakum tuflihun
705,"innallazina kafaru lau anna lahum ma fil-ardi jami'aw wa mislahu ma'ahu liyaftadu bihi min 'azabi yaumil-qiyamati ma tuqubbila min-hum, wa lahum 'azabun alim"
706,yuriduna ay yakhruju minan-nari wa ma hum bikharijina min-ha wa lahum 'azabum muqim
707,"was-sariqu was-sariqatu faqta'u aidiyahuma jaza'am bima kasaba nakalam minallah, wallahu 'azizun hakim"
708,"fa man taba mim ba'di zulmihi wa aslaha fa innallaha yatubu 'alaih, innallaha gafurur rahim"
709,"a lam ta'lam annallaha lahu mulkus-samawati wal-ard, yu'azzibu may yasya'u wa yagfiru limay yasya', wallahu 'ala kulli syai'ing qadir"
710,"ya ayyuhar-rasulu la yahzungkallazina yusari'una fil-kufri minallazina qalu amanna bi'afwahihim wa lam tu'ming qulubuhum, wa minallazina hadu samma'una lil-kazibi samma'una liqaumin akharina lam ya'tuk, yuharrifunal-kalima mim ba'di mawadi'ihi, yaquluna in utitum haza fa khuzuhu wa il lam tu'tauhu fahzaru, wa may yuridillahu fitnatahu fa lan tamlika lahu minallahi syai'a, ula'ikallazina lam yuridillahu ay yutahhira qulubahum, lahum fid-dun-ya khizyuw wa lahum fil-akhirati 'azabun 'azim"
711,"samma'una lil-kazibi akkaluna lis-suht, fa in ja'uka fahkum bainahum au a'rid 'an-hum, wa in tu'rid 'an-hum fa lay yadurruka syai'a, wa in hakamta fahkum bainahum bil-qist, innallaha yuhibbul-muqsitin"
712,"wa kaifa yuhakkimunaka wa 'indahumut-tauratu fiha hukmullahi summa yatawallauna mim ba'di zalik, wa ma ula'ika bil-mu'minin"
713,"inna anzalnat-taurata fiha hudaw wa nur, yahkumu bihan-nabiyyunallazina aslamu lillazina hadu war-rabbaniyyuna wal-ahbaru bimastuhfizu ming kitabillahi wa kanu 'alaihi syuhada', fa la takhsyawun-nasa wakhsyauni wa la tasytaru bi'ayati samanang qalila, wa mal lam yahkum bima anzalallahu fa ula'ika humul-kafirun"
714,"wa katabna 'alaihim fiha annan-nafsa bin-nafsi wal-'aina bil-'aini wal-anfa bil-anfi wal-uzuna bil-uzuni was-sinna bis-sinni wal-juruha qisas, fa man tasaddaqa bihi fa huwa kaffaratul lah, wa mal lam yahkum bima anzalallahu fa ula'ika humuz-zalimun"
715,wa qaffaina 'ala asarihim bi'isabni maryama musaddiqal lima baina yadaihi minat-taurati wa atainahul-injila fihi hudaw wa nuruw wa musaddiqal lima baina yadaihi minat-taurati wa hudaw wa mau'izatal lil-muttaqin
